State,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12
Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,16.67,16.67,16.67,16.67,16.67,16.67,16.67,24.07,24.07,24.07,24.07,24.07,46.3,62.96,62.96,62.96,62.96,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,NA,NA,NA
Idaho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,22.22,22.22,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,66.67,66.67,66.67,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,27.78,27.78,27.78,27.78,27.78,27.78,27.78,27.78,27.78,27.78,27.78,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,45.83,48.61,48.61,48.61,48.61,48.61,48.61,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,44.91,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,NA,NA,NA,NA
Illinois,0,0,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,13.89,13.89,13.89,17.59,28.7,41.67,41.67,41.67,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,68.52,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,66.67,66.67,66.67,66.67,66.67,66.67,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,NA,NA,NA,NA,NA,NA
Indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,14.81,20.37,20.37,20.37,39.81,44.44,47.22,50.93,50.93,50.93,50.93,50.93,50.93,62.96,62.96,62.96,62.96,65.74,65.74,65.74,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,49.07,49.07,49.07,49.07,49.07,49.07,49.07,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,41.67,41.67,41.67,41.67,41.67,41.67,39.81,39.81,39.81,37.96,37.96,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,34.26,34.26,34.26,34.26,34.26,34.26,34.26,34.26,34.26,34.26,34.26,34.26,34.26,34.26,NA,NA,NA,NA
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,9.26,9.26,38.89,38.89,38.89,38.89,40.74,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,50,50,50,50,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,34.26,34.26,34.26,34.26,34.26,34.26,34.26,34.26,34.26,34.26,34.26,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,26.85,24.07,22.22,22.22,22.22,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,16.67,16.67,16.67,16.67,NA,NA,NA,NA
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,13.89,26.39,26.39,29.17,29.17,29.17,29.17,29.17,41.67,41.67,41.67,41.67,41.67,41.67,60.19,60.19,60.19,60.19,60.19,60.19,60.19,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,76.85,76.85,76.85,76.85,76.85,76.85,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,38.89,NA,NA,NA,NA
Kentucky,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,11.11,11.11,11.11,11.11,25.93,28.7,28.7,30.56,30.56,34.26,34.26,36.11,50,60.19,60.19,60.19,63.89,63.89,63.89,71.3,71.3,71.3,71.3,76.85,76.85,76.85,82.41,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,82.41,82.41,79.63,79.63,79.63,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,53.7,56.48,56.48,56.48,56.48,56.48,56.48,56.48,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,56.48,56.48,56.48,56.48,56.48,56.48,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,NA,NA,NA,NA
Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,19.44,25,32.41,32.41,39.81,42.59,42.59,42.59,42.59,46.3,46.3,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,62.04,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,52.78,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NA,NA,NA,NA
Maine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,16.67,16.67,16.67,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,40.74,40.74,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,74.07,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,85.19,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,71.3,71.3,65.74,65.74,65.74,65.74,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,NA,NA,NA,NA
Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,25,25,30.56,30.56,48.15,48.15,53.7,60.19,60.19,60.19,60.19,63.89,63.89,63.89,63.89,63.89,63.89,63.89,82.41,82.41,82.41,82.41,82.41,82.41,82.41,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,87.96,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,76.85,76.85,76.85,76.85,76.85,76.85,76.85,71.3,71.3,69.44,69.44,69.44,69.44,69.44,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,51.39,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,NA,NA,NA,NA
Massachusetts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,11.11,33.33,33.33,33.33,33.33,37.96,37.96,37.96,37.96,37.96,37.96,41.67,59.26,59.26,59.26,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,61.11,61.11,61.11,61.11,61.11,61.11,61.11,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,64.81,64.81,64.81,64.81,64.81,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,50.93,50.93,50.93,50.93,NA,NA,NA,NA
Michigan,1.39,1.39,6.94,6.94,6.94,6.94,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,18.98,24.54,24.54,24.54,24.54,48.61,51.39,51.39,51.39,51.39,51.39,51.39,51.39,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.91,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,64.35,64.35,64.35,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,51.39,51.39,51.39,51.39,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,42.13,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,45.83,45.83,45.83,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,44.91,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,44.44,44.44,44.44,44.44,44.44,44.44,44.44,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,NA,NA,NA,NA
